the_geom,cartodb_id,year,left_cartodb_id,cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,period,auto_speed,los_hcm85,transit_speed,transit_sd,transit_cv,atspd_ratio,right_cmp_segid,right_length
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1465,2006,1451,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,15.9,C,8.5,,,1.87058823529412,75,0.4244198972
0105000020E6100000010000000102000000050000003E48A48A67995EC07DE3C587EEE54240BA9C608364995EC0D3BB6C91D1E542401CCFCF8361995EC0649349A2B4E5424067F11D565E995EC0E6FEC87C96E542405ED470D85C995EC0DAA1700D89E54240,1627,2013,1613,84,Drumm,Washington,Market,S,0.216551603299,3,AM,6.75,F,,,,,84,0.2165516033
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1466,2006,1452,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,15.9,C,7.3,,,2.17808219178082,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1467,2007,1453,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,12.4775606603,D,7,,,1.78250866575714,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1468,2007,1454,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,12.5472824869,D,8.5,,,1.47615088081176,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1469,2009,1455,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,18.7125588514,C,8.10291566981,,,2.30936117490641,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1470,2009,1456,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,13.2741758623,C,7.79555387447,,,1.70278803482741,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1471,2011,1457,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,18.3585582686,C,7.07,2.24,31.6831683168317,2.59668433785007,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1472,2011,1458,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,14.0056596423,C,6.19,1.76,28.4329563812601,2.26262675966074,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1473,2013,1459,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,13.4,C,6.6,1.1,16.6666666666667,2.03030303030303,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1474,2013,1460,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,11.5,D,6.7,0.7,10.4477611940299,1.71641791044776,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1475,2015,1461,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,12.8,D,6.5,0.7,10.7692307692308,1.96923076923077,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1476,2015,1462,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,10.8,D,6.3,0.7,11.1111111111111,1.71428571428571,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1477,2017,1463,75,Columbus,North Point,Greenwich,S,0.424419897198,3,AM,11,D,6.5,1.101806067,16.9508625692308,1.69230769230769,75,0.4244198972
0105000020E6100000010000000102000000090000000A24D0B3C69A5EC0166551ED29E742402768D0BAB39A5EC0A14FC6510FE74240D7B8C1FAAC9A5EC04074213E06E74240F69E8765A09A5EC0ABC5D5ADF4E64240C206BCA1969A5EC067FF00F3E6E64240C6D7653E8D9A5EC0046B4912DAE642406F7765457A9A5EC06573BA0DC0E64240E85D3BEF6C9A5EC03A3CF49AADE642409BCEEAEB669A5EC074FFC969A5E64240,1478,2017,1464,75,Columbus,North Point,Greenwich,S,0.424419897198,3,PM,8.8,E,6.7,0.615725302,9.18992988059702,1.3134328358209,75,0.4244198972
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1479,1991,1465,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,6.3,F,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1480,1993,1466,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,16.3,C,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1481,1993,1467,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,16,C,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1482,1999,1468,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.1,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1483,1999,1469,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,10.2,D,,,,,76,0.67064559311
0105000020E6100000010000000102000000050000005ED470D85C995EC0DAA1700D89E5424067F11D565E995EC0E6FEC87C96E542401CCFCF8361995EC0649349A2B4E54240BA9C608364995EC0D3BB6C91D1E5424059B03F7D67995EC0B1955F66EEE54240,1607,2013,1593,83,Drumm,Market,Washington,N,0.216252234754,3,AM,11.2340425532,D,,,,,83,0.21625223475
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1484,2001,1470,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,9.2,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1485,2001,1471,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,9.3,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1486,2004,1472,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,9.3,D,,,,,76,0.67064559311
0105000020E6100000010000000102000000050000003E48A48A67995EC07DE3C587EEE54240BA9C608364995EC0D3BB6C91D1E542401CCFCF8361995EC0649349A2B4E5424067F11D565E995EC0E6FEC87C96E542405ED470D85C995EC0DAA1700D89E54240,1628,2013,1614,84,Drumm,Washington,Market,S,0.216551603299,3,PM,5.45110410095,F,,,,,84,0.2165516033
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1487,2004,1473,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,8.7,E,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1488,2006,1474,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.7,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1489,2006,1475,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,9.2,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1490,2007,1476,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,12.3382275074,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1491,2007,1477,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,10.4377732113,D,,,,,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1492,2009,1478,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.5981002705,D,6.02829427476,,,1.92394394531474,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1493,2009,1479,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,7.11776082579,E,5.62951353491,,,1.26436516790501,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1494,2011,1480,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.9576497439,D,5.81,1.8,30.9810671256454,2.05811527433735,76,0.67064559311
0105000020E6100000010000000102000000050000005ED470D85C995EC0DAA1700D89E5424067F11D565E995EC0E6FEC87C96E542401CCFCF8361995EC0649349A2B4E54240BA9C608364995EC0D3BB6C91D1E5424059B03F7D67995EC0B1955F66EEE54240,1608,2013,1594,83,Drumm,Market,Washington,N,0.216252234754,3,PM,8.02025316456,E,,,,,83,0.21625223475
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1495,2011,1481,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,12.3042283251,D,5.15,1.69,32.8155339805825,2.38917054856311,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1496,2013,1482,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,12.9,D,4.7,0.4,8.51063829787234,2.74468085106383,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1497,2013,1483,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,11.9,D,4.1,0.5,12.1951219512195,2.90243902439024,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1498,2015,1484,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.8,D,4.8,0.6,12.5,2.45833333333333,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1499,2015,1485,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,10.2,D,4.2,0.5,11.9047619047619,2.42857142857143,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1500,2017,1486,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,AM,11.2,D,5.7,0.77308526,13.5628992982456,1.96491228070175,76,0.67064559311
0105000020E61000000100000001020000000E0000009BCEEAEB669A5EC074FFC969A5E64240A6EAC7C4539A5EC09A803CCE8AE64240D569B9044D9A5EC03A75797781E64240D3D4A59D409A5EC0C117307E70E64240E3FD07162D9A5EC0286FA24B55E64240EFABB1811A9A5EC052BEB23E3BE64240A82FFF8B0D9A5EC086964C6B29E64240795800A2069A5EC00A54E14620E642403505E674FF995EC0D8C6081616E6424012CBF1D2F3995EC0393437FF05E642406A3D420EF0995EC0830C0BC100E64240443137CDE1995EC0A03727DDECE5424042A35E2ADC995EC080BC7FF7E4E54240C06D47C3CF995EC01CB1B4B2D3E54240,1501,2017,1487,76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,PM,8.9,E,5.7,2.121320344,37.2161463859649,1.56140350877193,76,0.67064559311
